wind_speed,wind_direction,rpm,temperature,humidity,flap_angle,power
9.943,290.99,1042.56,35.1,88.63,15.17,41.65
6.797,151.57,876.19,23.74,79.13,12.13,19.016
6.819,296.94,813.32,34.95,68.23,20.47,35.105
3.721,155.2,540.84,34.0,78.02,27.56,1.262
12.01,73.5,1137.18,38.84,48.86,19.88,81.004
7.11,47.08,872.92,36.7,78.0,11.57,19.225
9.412,203.49,988.55,20.43,71.08,19.7,78.312
11.946,151.33,1194.31,28.85,85.85,24.84,160.022
3.175,321.02,565.54,16.06,58.65,30.02,0.411
7.951,175.84,862.62,31.81,84.93,23.32,56.469
4.573,330.15,658.8,33.39,71.0,23.14,7.742
3.748,214.16,608.9,29.38,46.13,17.6,4.872
5.934,271.5,701.39,19.69,47.32,7.39,6.653
10.705,139.99,1098.68,26.13,93.17,26.28,137.033
6.501,215.18,776.4,32.9,77.46,28.66,14.997
10.578,224.2,1035.92,23.94,54.96,32.75,101.799
8.986,31.65,975.45,30.91,45.3,9.92,15.755
7.891,296.13,820.35,15.89,42.1,15.14,32.336
6.718,115.96,811.33,19.08,56.24,27.28,21.721
11.784,268.51,1121.38,33.03,69.52,18.26,60.171
13.57,257.63,1282.07,36.6,45.58,22.31,112.747
8.781,22.4,991.74,38.02,86.09,5.66,5.253
5.648,301.07,744.95,35.39,83.44,34.55,1.851
11.219,196.5,1116.53,34.11,44.13,16.71,54.581
6.432,191.86,770.48,32.18,50.78,27.58,18.601
5.372,238.75,750.46,27.04,52.5,5.35,5.059
6.364,279.56,771.53,22.75,76.04,33.93,5.961
4.965,22.62,709.86,33.68,94.18,13.88,12.313
9.614,202.37,1000.55,17.54,65.33,28.45,94.047
8.195,335.51,929.57,29.32,44.18,24.23,61.609
13.687,234.72,1297.93,36.09,67.55,13.37,11.743
7.905,24.53,918.33,15.48,71.58,11.46,21.873
12.24,145.43,1177.62,39.24,57.52,6.7,1.968
13.951,225.3,1274.65,15.84,68.97,30.82,299.036
13.713,123.64,1284.51,15.58,84.23,7.21,0.864
7.691,303.42,925.71,34.21,77.4,26.81,39.473
12.856,178.87,1237.52,25.85,84.11,9.91,5.724
7.961,194.64,900.5,19.47,90.66,14.61,36.763
8.054,42.31,865.64,20.67,66.3,34.0,20.125
10.315,66.51,1067.12,31.79,51.91,34.41,71.535
5.126,279.39,747.99,20.69,65.6,17.61,13.392
8.234,332.64,893.71,38.39,61.34,10.59,18.075
4.284,274.46,622.39,27.63,48.59,20.25,6.59
9.053,12.69,1005.21,27.17,59.75,18.12,60.073
6.79,121.95,795.08,33.75,70.2,7.63,9.513
10.651,64.61,1071.26,18.44,71.23,8.82,8.722
10.178,240.63,1033.06,38.82,45.02,20.64,88.745
13.729,74.81,1258.76,17.7,70.29,12.79,10.226
9.898,98.55,1002.0,28.99,66.31,33.22,66.097
11.553,210.31,1140.32,31.47,44.25,7.02,3.42
8.906,306.92,968.03,39.95,92.48,22.06,75.616
7.6,19.72,877.08,25.25,69.66,18.14,45.702
10.86,101.78,1069.62,37.98,92.34,24.94,129.421
12.255,169.44,1189.19,39.2,62.19,11.28,11.307
11.488,118.97,1126.1,28.28,62.26,11.98,16.951
4.459,105.51,650.18,16.79,87.23,23.47,5.762
10.058,174.34,1029.77,16.17,81.18,17.82,64.967
11.666,331.46,1158.83,21.34,86.1,8.07,3.974
3.155,275.85,558.63,23.75,53.03,34.87,0.151
11.963,120.52,1155.83,32.3,49.07,9.01,5.838
13.944,344.45,1275.92,24.35,48.48,15.84,26.025
8.349,162.84,928.57,34.85,91.32,21.29,64.598
4.535,338.65,645.86,19.5,83.9,11.43,9.067
3.888,18.07,607.83,18.58,81.07,26.59,2.144
13.73,91.45,1297.96,39.34,57.33,25.53,171.229
5.713,247.19,742.97,20.41,70.82,10.65,13.413
13.937,254.21,1280.5,16.66,83.56,22.4,110.66
10.99,94.55,1093.83,27.94,59.71,13.15,24.038
9.605,292.67,1030.38,27.43,47.6,14.47,36.698
6.002,120.57,741.34,18.54,45.89,23.75,19.16
5.854,107.59,730.06,36.23,68.89,23.43,18.111
3.32,22.06,550.66,24.98,84.73,10.95,3.72
3.601,150.0,534.94,38.05,63.41,20.06,4.624
8.851,203.83,947.22,28.83,49.76,16.67,54.257
13.547,87.31,1268.63,18.56,69.15,32.87,267.01
9.371,62.19,980.39,22.64,53.51,20.47,78.742
10.54,51.57,1099.34,15.95,92.67,34.63,78.972
10.1,182.81,1032.78,16.96,61.08,30.21,107.183
10.866,240.92,1131.46,19.13,52.65,30.79,127.049
7.972,171.4,907.01,16.93,42.97,33.92,19.428
7.74,171.29,855.8,22.17,87.98,9.82,15.949
8.145,92.37,921.43,28.3,63.22,28.29,44.267
11.987,356.12,1129.67,18.51,94.14,15.62,38.101
5.833,160.77,750.25,25.87,88.92,21.44,22.603
8.919,27.78,959.04,25.57,80.9,23.38,81.34
9.001,49.89,940.27,20.15,90.13,9.48,12.459
13.479,131.65,1278.22,27.54,73.74,25.68,201.008
3.231,195.64,573.25,21.68,47.02,5.62,1.839
7.538,325.08,850.93,26.43,85.74,26.59,39.142
11.989,67.13,1159.94,36.05,53.95,27.08,174.93
13.445,117.32,1302.39,30.06,64.1,16.22,32.106
11.302,358.19,1127.64,35.01,85.86,8.92,7.905
4.73,289.56,655.32,22.93,79.89,33.37,1.254
13.63,190.2,1280.09,24.28,51.75,22.18,124.013
5.116,124.63,673.81,31.98,67.69,25.44,8.536
10.646,170.48,1051.15,15.86,50.3,16.67,54.437
5.027,268.52,678.03,19.32,70.24,30.62,3.012
13.498,197.05,1232.8,27.22,63.91,28.29,253.359
10.013,204.88,1015.54,27.34,60.83,26.31,116.414
3.029,264.22,526.83,30.77,70.98,13.01,3.325
11.196,358.21,1119.78,20.99,62.77,5.8,2.999
3.805,27.83,606.12,18.02,91.36,6.32,3.448
3.045,193.53,574.33,18.5,47.03,27.49,0.766
3.468,211.12,593.72,29.4,59.76,22.14,2.877
3.334,152.88,578.95,16.77,64.58,7.76,3.025
8.172,193.15,886.32,21.59,65.62,26.63,57.612
11.459,325.64,1111.94,19.79,42.42,27.09,172.08
8.664,226.65,932.79,27.57,65.41,18.95,62.745
13.117,43.6,1233.56,15.5,85.6,14.16,20.327
12.575,5.62,1224.58,35.56,92.36,30.06,229.315
3.669,248.69,645.88,31.81,48.5,24.83,1.569
13.381,219.03,1258.77,21.43,82.16,13.99,17.606
8.905,136.4,934.47,24.91,74.95,17.35,54.816
12.426,43.24,1197.49,19.15,67.78,32.12,214.489
3.149,251.13,548.83,20.29,91.74,20.32,2.456
8.38,35.14,926.0,33.95,53.21,10.41,17.39
6.576,260.47,802.02,31.58,69.82,28.41,17.173
12.939,231.19,1226.25,18.53,94.81,6.33,0.957
6.765,42.7,784.67,27.35,60.3,29.44,17.223
3.864,251.39,606.4,16.26,41.04,34.61,0.421
8.826,137.24,935.85,31.1,54.75,11.46,21.436
13.5,344.54,1265.15,27.71,71.78,34.12,286.766
10.064,140.01,1098.4,37.97,52.39,15.43,40.287
6.861,189.25,786.99,31.21,67.69,18.83,37.526
4.084,248.26,634.37,17.74,91.09,9.07,6.122
5.118,19.52,696.86,33.55,55.45,24.15,11.062
3.182,240.34,526.79,30.78,44.82,32.17,0.172
6.282,39.29,786.47,38.52,49.73,27.2,17.792
13.899,163.29,1356.82,16.64,87.4,12.49,8.259
12.251,175.38,1166.73,15.95,42.6,15.38,36.053
11.689,297.44,1135.91,27.16,50.11,6.14,2.181
4.714,139.7,651.62,31.18,66.43,32.73,2.223
9.577,253.3,1013.49,33.74,63.89,18.01,61.569
12.028,3.85,1175.47,39.24,61.13,29.6,198.246
12.457,67.27,1177.05,29.43,87.49,14.4,23.458
7.738,78.97,857.27,29.05,53.06,34.66,12.766
10.602,71.36,1084.28,38.94,71.8,23.88,116.691
7.489,208.39,847.39,27.9,62.24,16.84,40.531
7.752,90.12,856.53,22.93,55.12,13.39,26.637
10.525,62.12,1027.23,25.4,85.5,24.93,121.764
6.722,123.53,822.21,34.34,43.0,21.04,34.631
10.303,254.87,1007.09,34.43,60.25,12.62,21.707
6.188,34.87,723.01,36.42,42.16,13.71,20.044
9.133,196.68,998.17,38.03,89.15,18.22,59.555
13.874,336.88,1252.52,36.14,84.56,13.66,13.511
8.464,300.71,952.96,30.66,50.34,33.17,29.197
3.978,238.37,609.93,17.15,93.58,5.2,3.093
6.129,62.82,768.6,39.11,67.03,14.33,20.989
8.005,357.98,912.56,17.64,74.46,20.85,58.98
3.198,22.38,583.02,33.79,88.21,30.01,0.613
10.56,60.66,1051.78,17.94,85.35,5.24,2.302
4.03,295.54,614.77,21.18,83.3,15.66,7.045
9.999,311.19,1001.47,37.0,71.91,9.42,11.243
6.174,232.24,765.52,32.77,92.28,26.94,15.89
11.158,331.17,1152.79,25.66,71.54,24.06,141.561
11.188,70.58,1091.18,37.8,91.92,19.62,79.586
3.489,359.19,546.31,39.07,45.73,25.63,1.535
9.636,251.04,987.46,30.22,40.82,33.29,57.781
12.768,303.41,1189.97,24.4,63.21,29.1,225.234
9.387,195.64,958.92,16.76,60.73,8.55,10.579
11.026,206.66,1094.11,29.16,48.68,18.59,75.241
3.295,301.9,579.13,35.3,63.34,32.61,0.0
11.704,333.48,1123.72,33.33,60.41,33.6,152.885
9.605,327.47,987.31,27.26,66.53,23.8,98.182
3.172,324.88,554.38,22.95,80.28,24.67,1.511
5.73,170.99,741.62,35.95,52.32,13.48,18.502
4.027,239.14,577.82,19.39,67.43,18.46,6.444
7.914,232.12,886.34,28.62,91.67,27.32,46.038
11.308,55.95,1131.44,39.33,94.72,12.46,18.874
3.033,119.62,517.55,34.95,77.42,20.24,1.592
12.76,353.93,1248.83,39.58,82.67,29.5,226.779
6.67,270.66,803.93,35.42,61.91,20.68,30.765
5.368,293.11,706.85,15.8,72.91,25.85,9.594
9.613,261.48,998.25,25.44,50.36,27.23,93.723
5.473,110.36,669.41,30.62,70.96,18.62,17.071
10.02,349.77,1019.21,22.13,80.84,18.2,71.371
11.484,105.53,1115.04,28.21,57.39,11.06,12.333
7.11,283.52,824.79,33.11,42.59,33.0,11.054
9.943,280.57,1027.7,34.31,93.02,23.21,98.086
4.803,239.3,677.67,16.42,88.97,16.17,13.158
12.383,152.58,1170.24,16.55,77.23,8.56,3.848
4.223,96.39,641.9,23.34,73.56,31.71,0.663
8.24,28.26,973.21,27.89,73.45,9.5,13.244
3.866,37.67,619.45,28.88,75.63,32.57,0.534
7.233,312.5,825.23,30.85,66.05,19.47,43.982
10.774,328.06,1070.72,21.97,85.95,7.58,5.853
13.847,345.0,1273.73,36.48,91.35,17.45,41.871
13.864,108.61,1278.9,30.49,59.19,25.71,189.781
7.2,83.77,835.66,25.3,56.93,18.39,38.664
6.24,75.17,775.1,19.48,84.19,34.48,3.787
3.964,131.72,632.28,24.94,65.36,23.4,3.395
12.286,225.11,1152.6,31.97,66.7,11.24,9.97
3.71,286.83,592.9,18.74,92.15,13.24,6.571
9.424,246.63,995.43,22.91,59.04,12.96,28.26
13.598,264.55,1325.32,16.9,68.64,33.15,255.993
9.584,216.38,973.19,21.44,80.25,11.13,19.803
13.093,30.89,1196.88,15.86,74.0,17.88,51.125
13.489,325.5,1286.46,22.01,81.41,19.16,67.508
3.285,219.6,559.07,17.45,84.05,32.89,0.0
4.046,137.95,623.72,20.28,71.16,12.32,6.807
13.453,140.77,1285.93,22.95,94.82,15.84,30.215
11.215,43.1,1081.98,39.56,87.45,34.36,109.497
11.176,50.4,1122.26,34.23,90.06,17.83,66.707
12.581,272.94,1237.87,17.82,51.65,10.1,5.809
7.005,149.2,795.7,29.26,67.15,22.19,39.265
3.087,223.26,517.71,17.13,65.98,9.48,2.092
5.512,353.86,722.12,23.16,46.76,7.47,7.566
7.107,126.8,858.33,19.19,81.49,26.55,29.632
13.798,251.3,1271.45,30.84,82.43,25.76,175.948
9.32,37.27,1023.64,34.83,76.58,21.52,83.542
8.85,219.56,965.99,19.33,69.49,21.42,76.411
11.94,34.83,1144.74,19.86,47.16,17.94,64.642
10.068,231.79,1015.4,32.41,94.92,31.34,87.568
4.557,257.99,669.35,20.44,47.65,17.98,10.248
7.983,313.46,892.48,33.13,61.6,12.54,25.496
6.23,359.72,802.75,38.35,82.78,19.3,27.058
9.721,99.91,990.8,26.64,78.31,13.19,28.426
3.858,123.91,649.8,29.66,76.73,10.48,5.505
6.848,63.57,809.66,21.17,47.05,21.13,36.296
5.551,261.67,689.36,17.97,92.28,27.6,8.986
10.173,217.32,1040.59,27.07,90.72,21.31,99.853
4.33,116.01,623.98,26.26,90.14,26.4,3.736
4.139,154.37,647.4,19.33,41.45,18.31,8.587
4.374,220.55,662.81,22.13,90.93,22.53,7.129
4.422,42.17,653.51,19.3,68.54,12.13,7.412
6.55,152.99,844.22,18.34,42.82,20.26,30.964
3.235,170.62,516.58,27.56,40.24,10.13,3.383
3.396,297.79,619.9,23.91,74.44,22.8,2.313
11.44,70.39,1112.12,23.64,54.26,26.89,161.38
8.389,280.28,907.19,18.27,86.52,7.61,8.388
3.17,242.12,524.14,19.2,66.36,30.32,0.008
12.213,205.98,1195.74,34.74,85.55,28.66,203.112
10.604,266.11,1065.13,21.27,51.64,10.35,12.459
4.878,17.7,675.41,15.11,75.68,11.99,11.122
11.494,37.48,1156.44,17.65,59.09,9.45,7.514
7.193,182.25,799.27,37.27,70.91,9.85,14.454
10.421,194.89,1061.28,17.93,59.7,30.8,114.329
7.583,137.95,831.18,16.14,93.0,34.0,13.015
6.187,101.04,830.92,17.74,82.86,31.94,7.041
5.582,106.45,729.72,38.03,79.64,15.32,17.755
10.405,238.69,1044.31,15.53,45.81,20.18,89.28
8.733,73.35,1001.43,34.0,78.43,25.63,65.266
8.951,237.73,936.08,30.72,44.09,24.71,83.06
5.025,296.16,721.61,35.55,77.94,32.69,1.328
9.544,323.05,975.56,35.08,44.49,31.09,72.543
8.464,16.01,956.63,39.62,73.01,27.34,59.916
3.518,131.94,617.86,20.47,84.81,8.43,3.248
13.268,64.63,1252.44,21.64,92.67,14.62,21.323
13.585,335.14,1274.66,31.14,63.86,34.5,295.526
10.14,240.02,1057.16,28.55,43.11,9.37,11.172
12.917,41.72,1230.51,36.1,78.33,15.14,27.238
5.825,255.41,740.56,17.87,48.14,22.42,18.43
4.294,73.9,637.64,24.85,61.45,11.69,7.923
5.398,162.2,715.72,21.6,94.52,22.0,14.944
3.639,42.15,597.64,17.69,89.34,13.21,5.677
5.985,57.21,797.72,23.68,54.6,14.43,19.759
10.326,218.83,1026.31,31.41,46.63,24.92,120.797
12.446,23.42,1192.29,26.25,46.2,22.37,135.449
12.933,14.69,1202.89,31.04,51.74,21.02,106.553
9.539,10.3,1006.03,39.88,73.94,31.35,72.312
3.368,2.07,546.17,29.66,62.04,26.05,1.164
5.07,349.73,632.55,37.38,44.72,10.05,9.404
11.792,103.7,1152.43,34.06,85.98,15.41,36.042
6.704,294.72,801.28,29.17,76.05,8.46,10.98
7.131,39.69,826.81,29.38,64.29,29.14,23.753
13.921,217.91,1283.74,35.74,41.4,19.96,73.93
9.371,127.39,978.5,23.93,69.31,15.93,48.296
12.265,156.46,1232.3,33.32,58.27,12.67,15.514
8.084,183.62,873.1,34.83,82.29,26.96,52.155
3.079,225.98,614.66,34.93,80.78,26.15,0.0
10.388,63.3,1044.23,17.02,65.54,19.72,81.565
11.542,43.44,1149.86,33.46,47.07,15.06,36.233
8.842,41.03,942.3,31.17,79.42,27.13,72.238
8.097,35.46,985.62,24.07,45.25,30.79,31.136
6.422,94.77,788.1,26.71,83.08,12.62,19.068
10.243,50.02,1062.55,39.47,73.45,7.77,6.199
6.725,107.37,839.53,23.75,56.57,34.35,6.045
6.881,214.23,821.81,16.59,71.55,30.35,16.314
13.85,237.33,1287.36,21.62,78.1,14.11,15.65
10.094,112.05,1035.38,29.29,49.35,29.85,100.049
7.631,88.62,893.88,37.58,73.83,27.21,34.023
11.736,351.42,1123.51,34.84,77.01,27.29,181.612
8.347,252.57,944.78,36.17,75.43,12.22,24.544
12.215,275.89,1236.89,27.02,72.65,15.41,31.731
9.132,36.89,997.35,18.27,60.28,21.52,81.254
7.791,117.83,879.05,31.89,74.32,8.09,10.271
4.53,52.66,643.38,17.99,82.7,32.23,1.38
10.108,128.93,1003.14,37.59,40.07,18.42,68.27
12.451,123.59,1209.29,27.62,86.08,18.04,62.792
5.089,236.05,649.9,21.5,47.51,5.16,4.605
10.387,355.51,1069.05,36.04,47.04,8.98,10.295
9.905,20.68,1020.57,19.15,87.42,29.9,97.868
12.563,143.66,1174.26,33.36,40.94,28.13,213.753
10.903,133.99,1080.16,20.81,81.81,20.21,95.101
6.561,149.3,770.05,38.77,91.61,10.8,15.69
4.171,183.26,635.68,28.57,91.33,21.88,6.558
4.218,54.04,616.38,32.59,91.4,20.63,6.94
11.268,136.15,1112.92,19.85,73.63,8.98,7.023
4.057,272.94,627.76,28.8,82.98,20.36,5.788
12.563,30.12,1215.02,32.52,89.39,12.89,16.129
11.937,242.35,1161.97,37.44,92.14,8.12,3.854
9.008,346.56,968.68,32.31,55.97,22.25,82.251
3.796,324.55,595.13,21.65,78.35,19.2,5.822
7.807,139.76,890.67,29.55,79.12,18.54,50.053
4.136,174.78,623.14,33.74,42.38,34.15,0.897
10.612,43.97,1020.59,39.49,64.44,29.31,126.151
10.932,62.18,1107.59,39.86,42.6,10.35,11.865
5.541,345.47,698.9,17.29,94.52,24.86,14.365
5.119,287.79,727.24,38.9,59.56,23.61,10.38
9.896,57.55,1072.92,16.64,43.78,9.85,13.419
11.272,3.14,1109.27,34.84,73.85,6.67,3.071
11.93,154.43,1198.16,21.42,42.61,8.5,4.731
11.504,179.52,1142.16,33.99,78.14,7.33,3.94
9.738,41.3,1006.07,38.89,82.13,14.95,40.77
10.131,16.85,1063.78,29.64,85.54,17.02,58.38
6.81,7.51,822.44,28.71,72.84,10.45,17.5
8.053,254.17,931.57,28.23,85.43,5.24,4.228
6.746,77.21,753.48,22.69,69.08,19.75,31.296
13.971,215.48,1256.77,33.13,63.96,14.43,16.511
5.347,126.9,696.01,29.9,49.03,12.08,13.191
3.802,314.48,610.88,34.28,58.84,22.46,4.384
10.485,313.61,1092.11,16.65,44.19,25.37,126.706
8.12,245.05,920.77,18.01,48.7,13.0,27.892
5.981,206.27,771.66,22.24,64.98,21.08,23.158
8.778,282.66,961.85,24.88,74.06,34.12,30.278
3.884,94.49,640.3,17.95,60.24,7.79,4.638
4.458,258.44,655.7,26.99,52.07,12.03,8.304
8.886,158.64,986.16,34.64,76.47,11.35,21.542
9.612,116.13,994.44,24.17,90.81,15.05,40.937
9.282,40.24,1026.59,20.2,49.5,28.82,76.325
7.855,309.86,911.19,20.44,91.91,5.79,5.679
12.382,220.27,1185.61,20.35,62.02,19.37,81.416
13.654,341.19,1309.79,29.08,84.92,24.22,166.059
13.47,197.64,1256.37,18.96,91.42,30.22,272.388
5.318,330.54,696.38,23.01,64.33,24.16,11.99
6.54,3.92,773.25,15.92,68.02,12.95,22.584
4.464,348.91,643.74,23.34,82.33,19.08,9.55
13.322,271.27,1266.97,38.15,77.12,11.9,8.304
8.559,44.33,899.31,37.52,54.8,34.59,25.052
3.916,304.52,596.32,21.71,73.14,7.09,4.6
5.856,269.85,738.03,21.1,54.39,5.1,5.149
4.376,51.22,635.84,16.83,73.94,33.8,0.087
6.266,36.05,825.55,16.97,93.45,12.35,17.542
9.09,187.34,955.0,32.81,41.31,32.67,49.082
4.667,14.25,699.93,32.94,90.75,17.8,10.674
13.072,213.16,1249.32,16.14,83.93,20.91,97.912
10.664,57.21,1066.8,19.12,78.91,32.91,104.016
10.329,215.4,1059.19,39.71,66.45,13.81,32.716
10.245,66.7,1012.61,31.64,72.87,9.23,9.407
5.391,119.67,706.58,19.72,46.5,34.88,1.827
7.748,93.04,903.18,25.74,52.25,14.85,32.955
7.781,104.57,863.29,20.26,44.75,7.22,8.269
10.998,327.5,1092.82,23.26,92.54,31.69,134.346
6.817,115.3,835.36,20.68,45.55,27.12,22.617
12.969,280.24,1241.97,28.79,57.84,9.62,4.261
12.062,214.49,1215.24,34.96,40.76,26.82,178.368
3.592,57.23,600.72,39.63,67.66,33.83,0.0
9.38,285.59,951.1,35.66,74.88,17.19,52.205
7.27,208.26,828.97,15.36,41.71,28.06,28.944
12.761,64.81,1217.09,23.61,92.53,10.24,6.311
5.324,358.49,722.64,17.58,54.0,29.87,4.95
13.261,84.08,1280.73,26.13,65.33,26.16,197.455
12.857,16.23,1209.2,39.48,88.76,10.5,6.519
9.826,289.4,943.41,15.12,91.95,23.06,83.585
7.871,264.31,912.26,27.81,44.58,22.57,51.445
13.322,278.03,1250.94,15.62,59.73,13.88,17.446
11.328,188.18,1123.59,30.82,56.96,8.13,5.017
3.07,184.4,514.07,33.93,83.11,27.78,0.807
12.318,27.91,1175.08,32.45,62.03,22.75,135.583
13.285,71.83,1235.98,30.8,72.03,20.7,88.519
10.417,110.93,1058.72,26.94,62.21,23.69,117.089
13.755,209.44,1294.76,26.77,75.26,14.43,18.775
13.935,207.52,1288.59,34.18,88.96,33.34,315.315
7.181,295.71,815.92,26.42,45.64,13.4,26.536
7.489,135.03,867.2,39.07,70.57,18.3,42.505
7.157,85.16,884.17,16.7,94.08,29.15,21.59
7.06,291.91,856.4,39.76,47.6,17.91,35.294
8.433,176.65,923.96,19.1,62.37,11.12,21.85
6.571,3.62,772.19,36.3,41.49,21.7,30.601
5.234,42.2,715.02,21.7,76.68,7.55,7.432
11.157,16.36,1102.06,17.04,64.93,21.8,118.23
13.948,247.16,1259.61,29.22,45.31,31.58,281.737
5.077,180.23,693.1,19.65,43.73,21.17,14.394
5.889,280.68,779.45,33.74,67.99,22.54,19.034
8.075,231.75,912.55,24.08,54.81,9.91,16.712
6.02,243.67,775.76,31.97,43.34,8.24,10.067
6.502,285.46,781.75,22.31,62.31,30.86,10.561
8.322,251.64,924.93,29.29,48.2,26.02,56.782
10.922,188.36,1136.02,25.94,41.4,12.22,19.782
12.105,108.93,1120.65,33.32,59.27,31.22,175.741
3.515,62.06,598.08,37.34,41.12,34.92,0.711
7.283,308.52,826.35,27.54,92.6,33.0,13.217
4.69,186.31,621.18,25.5,47.25,26.53,5.969
6.035,322.85,793.8,17.72,88.15,18.73,23.901
3.608,103.08,623.37,23.16,59.04,10.0,3.87
12.833,6.44,1179.26,33.99,41.16,8.88,3.65
10.518,52.76,1058.85,38.95,40.9,19.18,76.92
3.094,229.63,542.0,33.27,70.37,23.95,0.982
5.228,219.46,727.26,18.73,92.39,8.1,8.23
9.858,73.73,1038.5,38.78,85.08,32.15,69.531
10.886,53.81,1085.62,19.16,47.9,7.14,4.722
11.462,141.1,1093.93,16.45,51.79,7.44,3.871
11.332,210.28,1083.42,29.87,69.81,9.92,8.265
10.543,68.96,1053.73,19.41,91.67,34.59,81.103
4.314,210.13,632.04,26.12,42.5,17.0,8.507
4.614,329.69,624.32,17.77,75.37,14.54,11.02
13.395,307.96,1236.3,17.02,54.3,12.72,10.861
4.443,172.11,706.69,32.86,88.03,32.55,0.914
10.007,356.73,1038.36,35.05,82.47,15.3,45.099
10.512,162.88,1019.75,15.8,67.04,24.43,122.628
8.771,281.98,953.49,25.95,54.79,27.55,68.118
12.773,356.4,1199.69,25.0,40.24,5.06,0.407
13.46,175.5,1234.14,38.87,81.07,33.63,276.406
6.913,186.77,812.22,37.62,92.52,14.52,26.826
12.245,81.46,1192.79,23.31,52.23,22.69,131.869
3.41,88.79,528.62,33.08,94.56,28.44,0.013
3.616,157.25,554.97,33.29,77.35,33.56,0.477
4.856,338.08,677.92,37.15,46.59,18.84,11.596
9.952,55.71,1033.6,28.52,88.36,9.8,12.283
10.227,271.57,1027.61,23.19,46.37,34.21,69.328
4.664,28.39,675.6,36.28,78.13,18.39,11.16
10.019,119.86,1026.09,24.79,65.28,8.36,8.831
12.789,163.19,1203.84,22.59,56.34,28.71,228.334
9.2,15.28,966.84,32.73,92.21,19.75,72.344
12.858,265.88,1249.68,27.88,52.93,34.52,195.413
9.332,48.8,988.01,31.86,80.17,11.43,20.803
6.329,323.39,787.57,27.0,93.55,28.7,13.421
3.201,291.22,570.74,30.43,50.68,33.3,0.0
13.296,68.53,1262.9,24.23,51.32,27.07,213.183
4.203,335.41,678.25,29.28,83.78,21.52,6.383
8.663,308.94,943.25,37.71,70.0,26.05,66.99
9.217,356.03,991.3,26.56,47.6,31.24,65.907
8.291,14.04,917.92,29.76,89.9,24.88,66.727
12.283,142.6,1200.44,36.86,45.18,13.29,19.887
7.718,165.59,891.97,25.37,50.81,6.91,8.496
7.263,24.26,838.33,29.29,54.16,24.47,40.968
10.684,341.63,1084.9,33.74,86.57,13.22,27.015
3.707,196.45,600.86,17.05,45.82,28.35,1.552
4.928,120.33,708.8,26.48,40.81,6.39,5.74
8.438,121.49,938.51,22.54,86.99,26.95,59.935
13.202,332.85,1254.94,19.49,78.02,25.62,193.832
12.269,60.49,1218.09,34.46,80.13,12.24,13.769
12.518,252.38,1153.7,20.54,43.73,12.02,12.685
4.746,166.32,646.75,33.93,83.7,18.98,11.849
10.188,183.21,1064.18,21.88,41.46,33.58,83.868
13.104,119.29,1241.6,37.66,55.75,16.43,36.076
8.921,93.44,963.17,31.17,92.49,19.69,62.085
7.698,104.5,849.18,39.43,83.37,27.9,34.605
8.283,69.49,914.55,34.21,57.91,32.42,28.383
13.884,327.58,1341.82,17.13,40.71,19.13,59.9
5.601,315.82,771.16,39.8,68.51,11.1,12.528
10.033,25.45,1084.86,28.5,77.34,10.58,15.577
3.622,185.47,589.5,30.61,52.7,34.18,0.0
5.84,104.8,708.56,24.23,76.29,28.06,11.082
13.034,340.99,1224.2,26.09,90.25,13.7,17.865
11.768,293.92,1161.25,33.22,65.28,5.71,1.311
13.179,200.9,1245.85,26.23,82.39,5.17,0.503
11.49,43.42,1116.61,26.81,73.51,18.58,74.716
3.939,201.89,647.62,22.93,79.63,11.13,5.49
3.327,177.24,585.6,36.49,67.16,20.01,3.183
3.844,340.73,620.51,38.56,89.41,33.92,1.193
11.666,40.19,1168.43,25.86,44.12,10.14,10.418
10.803,272.14,1093.91,33.4,73.43,28.91,133.249
11.5,311.48,1144.73,22.27,66.8,31.5,167.052
8.501,10.1,904.38,37.36,87.68,6.75,7.706
5.919,67.03,775.94,29.06,43.83,8.53,10.425
6.208,329.14,803.39,24.93,63.04,20.39,26.984
3.286,349.75,569.88,27.25,72.82,11.48,4.705
13.912,126.11,1319.89,20.33,62.87,29.07,260.701
8.835,109.11,948.26,31.33,79.21,23.44,73.819
13.991,35.88,1300.02,22.26,57.95,26.65,223.843
5.99,223.76,746.42,25.66,53.74,22.1,22.759
3.431,337.01,557.39,28.49,81.46,22.46,3.39
5.355,90.79,726.33,38.39,45.46,10.24,9.662
7.981,293.02,934.29,30.21,66.06,15.19,36.88
11.639,237.06,1157.26,23.02,47.08,31.83,170.794
11.929,238.35,1137.35,37.15,50.16,31.41,179.715
10.452,205.24,1098.42,24.14,57.32,18.59,75.036
6.489,47.7,805.13,21.28,63.54,23.56,27.493
7.859,174.58,834.72,19.78,40.6,17.21,45.19
8.978,144.24,945.3,19.53,81.51,23.27,81.778
9.362,308.41,983.77,15.96,51.47,33.89,46.119
4.225,140.46,669.49,28.32,51.96,28.09,2.639
6.341,9.14,810.52,32.95,72.73,16.47,26.883
3.213,298.35,546.41,33.69,55.44,13.14,4.959
4.976,45.64,656.34,20.6,58.04,9.04,8.683
9.527,351.2,976.79,37.57,44.51,33.16,58.012
8.622,146.21,928.83,25.39,53.35,21.17,71.923
7.308,11.98,857.24,15.15,92.01,25.12,38.771
4.154,134.85,587.94,19.79,64.06,31.4,1.429
3.367,242.4,587.82,21.57,61.84,31.53,0.245
